series,episode,baker_name,first_name,technical,result,signature_bake,show_stopper,baker_age,baker_occupation,hometown
3,2,James Morton,James,2,IN,"Tomato, Garlic, and Parmesan FlatbreadsTattie Scones","Orange, Mint and Chocolate Bagels
'Millers' Sourdough Bagels",21,Medical student,"Hillswick, Shetland Islands"
3,3,James Morton,James,1,STAR BAKER,Apple and Lavender Tarte Tatin,"Rose, Lychee and Raspberry Fruit Tart",21,Medical student,"Hillswick, Shetland Islands"
3,4,James Morton,James,5,IN,"Hazelnut, Chocolate and Passionfruit Torte","Fig, Chestnut, Cherry and Chocolate Layered Meringue",21,Medical student,"Hillswick, Shetland Islands"
3,5,James Morton,James,6,IN,Four Pig Wellington,Sweet Potato Pie,21,Medical student,"Hillswick, Shetland Islands"
3,6,James Morton,James,7,IN,Banana and Clove PuddingsClootie Dumplings,"Strawberry, Rhubarb and Ginger Strudel",21,Medical student,"Hillswick, Shetland Islands"
3,7,James Morton,James,1,IN,Easter Chelsea Buns,Whisky Kugelhopf-Brioche Baba,21,Medical student,"Hillswick, Shetland Islands"
3,8,James Morton,James,1,STAR BAKER,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn,21,Medical student,"Hillswick, Shetland Islands"
3,9,James Morton,James,1,STAR BAKER,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest",21,Medical student,"Hillswick, Shetland Islands"
3,10,James Morton,James,1,Runner-up,Spanish Pithivier with Chorizo and Red Pepper,United Chiffon Cakes,21,Medical student,"Hillswick, Shetland Islands"
3,1,John Whaite,John,11,IN,"Toffee Apple, Orange & Cranberry",Hidden Pink Hearts Cake,22,Law student,Wigan
3,2,John Whaite,John,1,STAR BAKER,"Coriander and Chilli RotisGarlic, Pomegranate and Potato Pitas","Fig, Walnut and Gruyere Bagels
Blueberry and White Chocolate Bagels",22,Law student,Wigan
3,3,John Whaite,John,6,IN,Apple and Vanilla Tarte Tatin with Walnut Praline,"Berries, Grapes, Pomegranate, and Dragon Fruit Tart",22,Law student,Wigan
3,4,John Whaite,John,6,IN,'Torte Noir' Black Forest Torte with Boozy Cream,Elderflower and Bramble Berry Pavlova,22,Law student,Wigan
3,5,John Whaite,John,2,IN,Venison and Haggis Wellington,Star-Spangled Pecan Pie,22,Law student,Wigan
3,6,John Whaite,John,5,IN,Spicy Toffee PuddingsRaspberry and White Chocolate Puddings,Did not complete due to injury,22,Law student,Wigan
3,7,John Whaite,John,3,IN,Cherry and Almond Saffron Buns,Marzipan Stollen,22,Law student,Wigan
3,8,John Whaite,John,3,IN,Asian Spice Crackers,Gingerbread Roman Coliseum,22,Law student,Wigan
3,9,John Whaite,John,2,IN,Lemon MadeleinesWhite Chocolate and Raspberry TartletsDark Chocolate and Cherry Macaroons,Gateau St. Honoré a la Passion,22,Law student,Wigan
3,10,John Whaite,John,2,WINNER,Italian Sausage and Roasted Vegetable Pithivier,Heaven and Hell Chiffon Cake,22,Law student,Wigan
3,1,Manisha Parmar,Manisha,6,IN,"Vanilla, Peach and Raspberry",White Chocolate Cake with a Red Velvet and White Chocolate Mousse Heart,27,Nursery nurse,Leicester
3,2,Manisha Parmar,Manisha,6,IN,Indian FlatbreadsItalian Flatbreads,UNKNOWN,27,Nursery nurse,Leicester
3,3,Manisha Parmar,Manisha,10,IN,"Cinnamon, Apple and Pear Tarte Tatin",Rum and Tropical Fruit Tart,27,Nursery nurse,Leicester
3,4,Manisha Parmar,Manisha,9,IN,"Almond, Chocolate and Cherry Torte",Tiramisu Layered Meringue Dessert,27,Nursery nurse,Leicester
3,5,Manisha Parmar,Manisha,5,OUT,Lamb Wellington with Rosemary and Mint,Banana Scotch Pie,27,Nursery nurse,Leicester
3,6,Manisha Parmar,Manisha,NA,NA,NA,NA,27,Nursery nurse,Leicester
3,7,Manisha Parmar,Manisha,NA,NA,NA,NA,27,Nursery nurse,Leicester
3,8,Manisha Parmar,Manisha,NA,NA,NA,NA,27,Nursery nurse,Leicester
3,9,Manisha Parmar,Manisha,NA,NA,NA,NA,27,Nursery nurse,Leicester
3,10,Manisha Parmar,Manisha,NA,NA,NA,NA,27,Nursery nurse,Leicester
3,1,Natasha Stringer,Natasha,12,OUT,Pineapple & Passion Fruit,Mother's Day Layered Rose Cake,36,Midwife,"Tamworth, Staffordshire"
3,2,Natasha Stringer,Natasha,NA,NA,NA,NA,36,Midwife,"Tamworth, Staffordshire"
3,3,Natasha Stringer,Natasha,NA,NA,NA,NA,36,Midwife,"Tamworth, Staffordshire"
3,4,Natasha Stringer,Natasha,NA,NA,NA,NA,36,Midwife,"Tamworth, Staffordshire"
3,5,Natasha Stringer,Natasha,NA,NA,NA,NA,36,Midwife,"Tamworth, Staffordshire"
3,6,Natasha Stringer,Natasha,NA,NA,NA,NA,36,Midwife,"Tamworth, Staffordshire"
3,7,Natasha Stringer,Natasha,NA,NA,NA,NA,36,Midwife,"Tamworth, Staffordshire"
3,8,Natasha Stringer,Natasha,NA,NA,NA,NA,36,Midwife,"Tamworth, Staffordshire"
3,9,Natasha Stringer,Natasha,NA,NA,NA,NA,36,Midwife,"Tamworth, Staffordshire"
3,10,Natasha Stringer,Natasha,NA,NA,NA,NA,36,Midwife,"Tamworth, Staffordshire"
3,1,Peter Maloney,Peter,3,IN,"Pear, Muscat & Chocolate",Jubilee Cake,43,Sales manager,"Windsor, Berkshire"
3,2,Peter Maloney,Peter,11,OUT,Fennel and Nigella Seed NaanBannock Bread,"Rosemary and Sea Salt Bagels
Apple and Cinnamon Bagels",43,Sales manager,"Windsor, Berkshire"
3,3,Peter Maloney,Peter,NA,NA,NA,NA,43,Sales manager,"Windsor, Berkshire"
3,4,Peter Maloney,Peter,NA,NA,NA,NA,43,Sales manager,"Windsor, Berkshire"
3,5,Peter Maloney,Peter,NA,NA,NA,NA,43,Sales manager,"Windsor, Berkshire"
3,6,Peter Maloney,Peter,NA,NA,NA,NA,43,Sales manager,"Windsor, Berkshire"
3,7,Peter Maloney,Peter,NA,NA,NA,NA,43,Sales manager,"Windsor, Berkshire"
3,8,Peter Maloney,Peter,NA,NA,NA,NA,43,Sales manager,"Windsor, Berkshire"
3,9,Peter Maloney,Peter,NA,NA,NA,NA,43,Sales manager,"Windsor, Berkshire"
3,10,Peter Maloney,Peter,NA,NA,NA,NA,43,Sales manager,"Windsor, Berkshire"
3,1,Ryan Chong,Ryan,8,IN,Kumquat and Orange Polenta,Hidden Flowerbed Mousse Cake,38,Photographer,Bristol
3,2,Ryan Chong,Ryan,5,IN,Shanghai Spring Onion FlatbreadsGarlic and Coriander Naan,"Cinnamon and Date Bagels
Tarragon and Rosemary Bagels",38,Photographer,Bristol
3,3,Ryan Chong,Ryan,5,IN,Spiced Pear Tarte Tatin,UNKNOWN,38,Photographer,Bristol
3,4,Ryan Chong,Ryan,7,IN,Green Tea Opera Torte,"Strawberry, Rose and Pistachio Meringue",38,Photographer,Bristol
3,5,Ryan Chong,Ryan,8,STAR BAKER,Curry Spiced Seabass Wellington,Key Lime Pie,38,Photographer,Bristol
3,6,Ryan Chong,Ryan,6,IN,Chocolate FondantsSticky Ginger and Date Puddings,"Apple, Sour Cherry, Raisin and Mixed Nuts Strudel",38,Photographer,Bristol
3,7,Ryan Chong,Ryan,6,OUT,Lardy Cakes,Char Siu Bao,38,Photographer,Bristol
3,8,Ryan Chong,Ryan,NA,NA,NA,NA,38,Photographer,Bristol
3,9,Ryan Chong,Ryan,NA,NA,NA,NA,38,Photographer,Bristol
3,10,Ryan Chong,Ryan,NA,NA,NA,NA,38,Photographer,Bristol
3,1,Sarah-Jane Willis,Sarah-Jane,1,IN,"Pear, Chocolate and Hazelnut",Hidden Crown Cake,28,Vicar's wife,"Bewbush, West Sussex"
3,2,Sarah-Jane Willis,Sarah-Jane,10,IN,Toasted Coconut and Lime RotisOatcakes,UNKNOWN,28,Vicar's wife,"Bewbush, West Sussex"
3,3,Sarah-Jane Willis,Sarah-Jane,8,IN,Caramelised Banana Tarte Tatin,French Apple Tart with Blackberry and Cassis Jam,28,Vicar's wife,"Bewbush, West Sussex"
3,4,Sarah-Jane Willis,Sarah-Jane,4,IN,Chocolate and Almond Truffle Torte,Hazelnut Tiramisu Layered Meringue,28,Vicar's wife,"Bewbush, West Sussex"
3,5,Sarah-Jane Willis,Sarah-Jane,4,IN,Beef Wellington with Parma Ham and Gorgonzola Cheese,Chocolate and Banana Cream Pie,28,Vicar's wife,"Bewbush, West Sussex"
3,6,Sarah-Jane Willis,Sarah-Jane,4,IN,Sticky Toffee PuddingsGranny's Saucy Lemon Puddings,Sweet Strudel with Sour Cherries,28,Vicar's wife,"Bewbush, West Sussex"
3,7,Sarah-Jane Willis,Sarah-Jane,7,OUT,"Orange, Nutmeg and Saffron Buns",Sour Cherry and Dark Chocolate Christmas Plait,28,Vicar's wife,"Bewbush, West Sussex"
3,8,Sarah-Jane Willis,Sarah-Jane,NA,NA,NA,NA,28,Vicar's wife,"Bewbush, West Sussex"
3,9,Sarah-Jane Willis,Sarah-Jane,NA,NA,NA,NA,28,Vicar's wife,"Bewbush, West Sussex"
3,10,Sarah-Jane Willis,Sarah-Jane,NA,NA,NA,NA,28,Vicar's wife,"Bewbush, West Sussex"
3,1,Stuart Marston-Smith,Stuart,9,IN,Tomato and Ginger,Lemon and Pistachio Union Flag Cake,26,PE teacher,"Lichfield, Staffordshire"
3,2,Stuart Marston-Smith,Stuart,9,IN,Bombay BreadChorizo and Spring Onion Naan,"Cinnamon and Cranberry Bagels
Tomato and Thyme Bagels",26,PE teacher,"Lichfield, Staffordshire"
3,3,Stuart Marston-Smith,Stuart,7,IN,Pear and Almond Tarte Tatin,Raspberry Triple Chocolate Layered Tart,26,PE teacher,"Lichfield, Staffordshire"
3,4,Stuart Marston-Smith,Stuart,8,OUT,Black Forest Torte,Choca Blocka Mocha Meringue,26,PE teacher,"Lichfield, Staffordshire"
3,5,Stuart Marston-Smith,Stuart,NA,NA,NA,NA,26,PE teacher,"Lichfield, Staffordshire"
3,6,Stuart Marston-Smith,Stuart,NA,NA,NA,NA,26,PE teacher,"Lichfield, Staffordshire"
3,7,Stuart Marston-Smith,Stuart,NA,NA,NA,NA,26,PE teacher,"Lichfield, Staffordshire"
3,8,Stuart Marston-Smith,Stuart,NA,NA,NA,NA,26,PE teacher,"Lichfield, Staffordshire"
3,9,Stuart Marston-Smith,Stuart,NA,NA,NA,NA,26,PE teacher,"Lichfield, Staffordshire"
3,10,Stuart Marston-Smith,Stuart,NA,NA,NA,NA,26,PE teacher,"Lichfield, Staffordshire"
3,1,Victoria Chester,Victoria,4,STAR BAKER,Pear and Pecan,Blackbird Pie Cake,50,CEO of the charity Plantlife,Somerset
3,2,Victoria Chester,Victoria,7,IN,Coriander and Lemon NaanGarlic and Parsnip Chapatis,"Saffron and Golden Raisin Bagels
Porcini Bagels",50,CEO of the charity Plantlife,Somerset
3,3,Victoria Chester,Victoria,4,OUT,"Fig, Walnut and Pink Peppercorn Tarte Tatin",Tropical Fruit Tart with Black Pepper Crust,50,CEO of the charity Plantlife,Somerset
3,4,Victoria Chester,Victoria,NA,NA,NA,NA,50,CEO of the charity Plantlife,Somerset
3,5,Victoria Chester,Victoria,NA,NA,NA,NA,50,CEO of the charity Plantlife,Somerset
3,6,Victoria Chester,Victoria,NA,NA,NA,NA,50,CEO of the charity Plantlife,Somerset
3,7,Victoria Chester,Victoria,NA,NA,NA,NA,50,CEO of the charity Plantlife,Somerset
3,8,Victoria Chester,Victoria,NA,NA,NA,NA,50,CEO of the charity Plantlife,Somerset
3,9,Victoria Chester,Victoria,NA,NA,NA,NA,50,CEO of the charity Plantlife,Somerset
3,10,Victoria Chester,Victoria,NA,NA,NA,NA,50,CEO of the charity Plantlife,Somerset
4,1,Ali Imdad,Ali,11,IN,Rose and Pistachio Cake,"Chocolate, Raspberry and Passion Fruit Engagement Cake",25,Charity worker,"Saltley, Birmingham"
4,2,Ali Imdad,Ali,9,IN,Italian Grissini,Sweet and Savoury Yin Yang Bread,25,Charity worker,"Saltley, Birmingham"
4,3,Ali Imdad,Ali,5,IN,"Coconut, Raspberry and Lemon Meringue Trifle",Vanilla Latte Mini CakesLime & Mint Shortbread Pops,25,Charity worker,"Saltley, Birmingham"
4,4,Ali Imdad,Ali,8,OUT,Apple and Ginger Pie with a Pecan and Walnut Shortcrust Pastry,"Orange, Cardamom and Date M'Hanncha",25,Charity worker,"Saltley, Birmingham"
4,5,Ali Imdad,Ali,NA,NA,NA,NA,25,Charity worker,"Saltley, Birmingham"
4,6,Ali Imdad,Ali,NA,NA,NA,NA,25,Charity worker,"Saltley, Birmingham"
4,7,Ali Imdad,Ali,NA,NA,NA,NA,25,Charity worker,"Saltley, Birmingham"
4,8,Ali Imdad,Ali,NA,NA,NA,NA,25,Charity worker,"Saltley, Birmingham"
4,9,Ali Imdad,Ali,NA,NA,NA,NA,25,Charity worker,"Saltley, Birmingham"
4,10,Ali Imdad,Ali,NA,NA,NA,NA,25,Charity worker,"Saltley, Birmingham"
4,1,Beca Lyne-Pirkis,Beca,8,IN,Grapefruit Sandwich Cake,Chocolate Cherry Indulgence,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,2,Beca Lyne-Pirkis,Beca,11,IN,Fennel and Chilli Breadsticks,Five Strand Christmas Wreath,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,3,Beca Lyne-Pirkis,Beca,10,IN,Orange and Ginger Trifle,Limoncello and Blueberry BurstsMillionaire Shortbread,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,4,Beca Lyne-Pirkis,Beca,2,IN,Mamgu's Cherry-Apple Tart,Moroccan Vegetable Filo Feast,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,5,Beca Lyne-Pirkis,Beca,5,IN,"Chocolate, Cherry and Hazelnut Brownies",Tiered Macaron and Sugar Dough Biscuit Centrepiece,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,6,Beca Lyne-Pirkis,Beca,6,IN,Bara Brith,Chocolate and Rum-Soaked Prune BriochesCardamom Spiced Lemon Iced Buns,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,7,Beca Lyne-Pirkis,Beca,1,IN,Spring Lamb and Vegetable Suet Puddingwith Redcurrant Gravy,Nectarine and Frangipane SquaresChocolate and Hazelnut Vol-au-ventsStrawberries and Cream Mille-feuille,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,8,Beca Lyne-Pirkis,Beca,4,IN,"Potato, Spelt and Rosemary Focaccia",Spiced Butternut Squash and Pecan 'Cheese' Cake,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,9,Beca Lyne-Pirkis,Beca,3,OUT,Stilton and Walnut MacaronsBeetroot and Salmon Choux PuffsWelsh Rarebit Tartlets,Banoffee Opera Cake,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,10,Beca Lyne-Pirkis,Beca,NA,NA,NA,NA,31,Military Wives' Choir Singer,"Aldershot, Hampshire"
4,1,Christine Wallace,Christine,3,IN,"Strawberry, Vanilla and Rosewater Summer Basket",Chocolate and Orange 'Fripperous' Hat Cake,66,Director of an engraving company,"Didcot, Oxfordshire"
4,2,Christine Wallace,Christine,4,IN,Mediterranean Breadsticks with Oregano,Double Plaited Loaf,66,Director of an engraving company,"Didcot, Oxfordshire"
4,3,Christine Wallace,Christine,4,STAR BAKER,Caribbean Pina Colada Trifle,Ninety-NinersSachertorte Parcels,66,Director of an engraving company,"Didcot, Oxfordshire"
4,4,Christine Wallace,Christine,7,IN,"Granny Rogers' Apple, Plum & Cinnamon Country Pie",Roasted Vegetable Filo Pie with Feta Cheese,66,Director of an engraving company,"Didcot, Oxfordshire"
4,5,Christine Wallace,Christine,1,STAR BAKER,Mixed Berry and Almond Crumble Traybake,Shortbread Bavarian Clock Tower,66,Director of an engraving company,"Didcot, Oxfordshire"
4,6,Christine Wallace,Christine,4,IN,Oxford Nutty Fruit Loaf,Schnecken BunsVanilla Custard Skolebrød,66,Director of an engraving company,"Didcot, Oxfordshire"
4,7,Christine Wallace,Christine,6,IN,Spotted Dick 'With a Kick'and Vanilla Custard Ice Cream,Eccles CakesFresh Fruit BasketsLemon Cream Eton Mess Mille-feuille,66,Director of an engraving company,"Didcot, Oxfordshire"
4,8,Christine Wallace,Christine,5,OUT,"Multi-Seeded Loaf with Pumpkin, Sesame and Sunflower Seeds",Sweet Potato Guitar with Passion Fruit Icing and Marshmallow Fondant,66,Director of an engraving company,"Didcot, Oxfordshire"
4,9,Christine Wallace,Christine,NA,NA,NA,NA,66,Director of an engraving company,"Didcot, Oxfordshire"
4,10,Christine Wallace,Christine,NA,NA,NA,NA,66,Director of an engraving company,"Didcot, Oxfordshire"
4,1,Deborah Manger,Deborah,9,IN,Pineapple Cake,'Coffee Time',51,Dentist,Peterborough
4,2,Deborah Manger,Deborah,8,IN,Fennel & Chilli Breadsticks,Walnut Fleur Loaf,51,Dentist,Peterborough
4,3,Deborah Manger,Deborah,9,OUT,Tropical Trifle*,Canelé Cherry and Chocolate CakesRose Cookies,51,Dentist,Peterborough
4,4,Deborah Manger,Deborah,NA,NA,NA,NA,51,Dentist,Peterborough
4,5,Deborah Manger,Deborah,NA,NA,NA,NA,51,Dentist,Peterborough
4,6,Deborah Manger,Deborah,NA,NA,NA,NA,51,Dentist,Peterborough
4,7,Deborah Manger,Deborah,NA,NA,NA,NA,51,Dentist,Peterborough
4,8,Deborah Manger,Deborah,NA,NA,NA,NA,51,Dentist,Peterborough
4,9,Deborah Manger,Deborah,NA,NA,NA,NA,51,Dentist,Peterborough
4,10,Deborah Manger,Deborah,NA,NA,NA,NA,51,Dentist,Peterborough
4,1,Frances Quinn,Frances,7,IN,Giant Jam Sandwich,Secret Squirrel Cake,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,2,Frances Quinn,Frances,2,IN,Giant Matchsticks,Sailor's Knot,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,3,Frances Quinn,Frances,8,IN,Apple and Blackberry Crumble Trifle,'Ballet Bites' Ginger NutcrackersSugar Plum Fairy Cakes,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,4,Frances Quinn,Frances,1,IN,Peach Pie In the Sky,Cherry Tree Baklava Filo Pie,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,5,Frances Quinn,Frances,3,IN,Millionaire Banoffee Bonus,Biscuit Buttons and Beads,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,6,Frances Quinn,Frances,2,IN,Chai Tea Loaf,Hot Cross BriochesRhubarb and Custard Kolaches,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,7,Frances Quinn,Frances,5,STAR BAKER,Figgy Roll-y Poly Puddingwith Caramelised Walnut and Honey Ice-Cream,French Framboise Cream HornsSheet Music Mille-feuilleBass Clef Palmiers,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,8,Frances Quinn,Frances,3,IN,'Chelsea Flour Show' Bun Bouquet,"Hidden Carrot Cake (Ground Praline, Beetroot and Walnut)",31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,9,Frances Quinn,Frances,2,IN,"Legume Canapés:
Chantenay CarrotsChoux Pastry TomatoesCauliflower Cheese Scones",Great British Soap Opera Cake,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,10,Frances Quinn,Frances,3,WINNER,Rainbow Picnic Pie,Midsummer Night's Dream Wedding Cake,31,Children's Clothes Designer,"Market Harborough, Leicestershire"
4,1,Glenn Cosby,Glenn,4,IN,Strawberries and Cream Cake,Almond and Espresso Chocolate Cake,37,English Teacher,"Teignmouth, Devon"
4,2,Glenn Cosby,Glenn,7,IN,Rosemary and Parmesan Grissini,Harvest Crown,37,English Teacher,"Teignmouth, Devon"
4,3,Glenn Cosby,Glenn,1,IN,Raspberry and Almond Trifle,Billionaire BouchéesOrange Financiers,37,English Teacher,"Teignmouth, Devon"
4,4,Glenn Cosby,Glenn,9,IN,Apple & Maple Syrup Pie,Spanakopita (Walnut and Feta Cheese),37,English Teacher,"Teignmouth, Devon"
4,5,Glenn Cosby,Glenn,2,IN,Apricot and Pistachio Tiffin,Shortbread and Macaron Helter-Skelter,37,English Teacher,"Teignmouth, Devon"
4,6,Glenn Cosby,Glenn,5,IN,Devonshire Panettone,Almond and Apricot BriochesSticky Caramel Kanelbullen,37,English Teacher,"Teignmouth, Devon"
4,7,Glenn Cosby,Glenn,3,OUT,Prune and Armagnac Puddingwith Boozy Butterscotch Sauce,Caramelised Apple and Marzipan TartletsChocolate Elephant EarsPassion Fruit Mille-feuille,37,English Teacher,"Teignmouth, Devon"
4,8,Glenn Cosby,Glenn,NA,NA,NA,NA,37,English Teacher,"Teignmouth, Devon"
4,9,Glenn Cosby,Glenn,NA,NA,NA,NA,37,English Teacher,"Teignmouth, Devon"
4,10,Glenn Cosby,Glenn,NA,NA,NA,NA,37,English Teacher,"Teignmouth, Devon"
4,1,Howard Middleton,Howard,6,IN,Passion Fruit and Coconut Cake,Black Forest Revisited,51,Council Worker,Sheffield
4,2,Howard Middleton,Howard,10,IN,Moroccan Breadsticks,Picasso Sun Bread,51,Council Worker,Sheffield
4,3,Howard Middleton,Howard,7,IN,Caramel and Apple Trifle*,Black Coffee and Cardamom CakesWhite Stilton and Pear Biscuits,51,Council Worker,Sheffield
4,4,Howard Middleton,Howard,5,IN,Apple Pie with Sage Pastry,Fresh Fig and Feta Filo Flan,51,Council Worker,Sheffield
4,5,Howard Middleton,Howard,8,IN,Breakfast Traybake,Japanese Pagoda Tea Tower,51,Council Worker,Sheffield
4,6,Howard Middleton,Howard,7,OUT,Date & Hemp Yorkshire Loaf,Peachy BunsGerman Baumschnecken,51,Council Worker,Sheffield
4,7,Howard Middleton,Howard,NA,NA,NA,NA,51,Council Worker,Sheffield
4,8,Howard Middleton,Howard,NA,NA,NA,NA,51,Council Worker,Sheffield
4,9,Howard Middleton,Howard,NA,NA,NA,NA,51,Council Worker,Sheffield
4,10,Howard Middleton,Howard,NA,NA,NA,NA,51,Council Worker,Sheffield
4,1,Kimberley Wilson,Kimberley,10,IN,Blood Orange Cake,"Chocolate, Raspberry & Basil Layer Cake",30,Psychologist,London
4,2,Kimberley Wilson,Kimberley,1,IN,Nigella Seed and Parmesan Breadsticks,Peace Bread,30,Psychologist,London
4,3,Kimberley Wilson,Kimberley,6,IN,"Peach, Almond and Ginger Trifle",Chocolate Pistachio FinanciersLemon Bergamot Biscuits,30,Psychologist,London
4,4,Kimberley Wilson,Kimberley,4,STAR BAKER,Pecan and Rosemary Caramel Apple Pie,"Chicken, Bacon and Butternut Squash Pie",30,Psychologist,London
4,5,Kimberley Wilson,Kimberley,7,IN,Cherry and Almond Bakewell Florentine Slice,Black and White Viennese Biscuit Stack,30,Psychologist,London
4,6,Kimberley Wilson,Kimberley,3,IN,Chai Spiced Ginger and Date Tea Loaf,Double Chocolate and Hazelnut BriochesDanish Kanelsnurrer,30,Psychologist,London
4,7,Kimberley Wilson,Kimberley,4,IN,Barberry and Apple Spotted Dickwith Maple Syrup and White Chocolate Custard,"Pear, Malt and Butterscotch Mille-feuilleBlackberry and Lemon Verbena Crème Brûle Custard TartsFig, Orange and Thyme Galette",30,Psychologist,London
4,8,Kimberley Wilson,Kimberley,2,IN,Wild Garlic Pesto and Parma Ham Spelt Loaf,Butternut Squash and Spice Cake Toadstool House,30,Psychologist,London
4,9,Kimberley Wilson,Kimberley,1,STAR BAKER,Pea Purée TartsCrab and Wasabi ProfiterolesSteamed Buns with Barbecue Chicken,Passion Fruit and Lime Opera Cake,30,Psychologist,London
4,10,Kimberley Wilson,Kimberley,1,Runner-up,Chicken and Pig Pie,Languages of Love Wedding Cake,30,Psychologist,London
4,1,Lucy Bellamy,Lucy,2,IN,Timperley Early Cake,Thyme 'Wildwood' Cake,38,Horticulturist,"Grimsby, Lincolnshire"
4,2,Lucy Bellamy,Lucy,12,OUT,Grissini with Salt,Roast Tomato Bread,38,Horticulturist,"Grimsby, Lincolnshire"
4,3,Lucy Bellamy,Lucy,NA,NA,NA,NA,38,Horticulturist,"Grimsby, Lincolnshire"
4,4,Lucy Bellamy,Lucy,NA,NA,NA,NA,38,Horticulturist,"Grimsby, Lincolnshire"
4,5,Lucy Bellamy,Lucy,NA,NA,NA,NA,38,Horticulturist,"Grimsby, Lincolnshire"
4,6,Lucy Bellamy,Lucy,NA,NA,NA,NA,38,Horticulturist,"Grimsby, Lincolnshire"
4,7,Lucy Bellamy,Lucy,NA,NA,NA,NA,38,Horticulturist,"Grimsby, Lincolnshire"
4,8,Lucy Bellamy,Lucy,NA,NA,NA,NA,38,Horticulturist,"Grimsby, Lincolnshire"
4,9,Lucy Bellamy,Lucy,NA,NA,NA,NA,38,Horticulturist,"Grimsby, Lincolnshire"
4,10,Lucy Bellamy,Lucy,NA,NA,NA,NA,38,Horticulturist,"Grimsby, Lincolnshire"
4,1,Mark Onley,Mark,5,IN,Lemon and Poppy Seed Cake,Chocolate Monster,37,Carpenter and Kitchen Fitter,Milton Keynes
4,2,Mark Onley,Mark,6,IN,Rosemary & Raisin Breadsticks,Sage & Garlic Plait,37,Carpenter and Kitchen Fitter,Milton Keynes
4,3,Mark Onley,Mark,11,OUT,"Ginger, Mango and Passion Fruit Trifle",Rose and Pistachio MacaroonsChocolate and Raspberry Bites,37,Carpenter and Kitchen Fitter,Milton Keynes
4,4,Mark Onley,Mark,NA,NA,NA,NA,37,Carpenter and Kitchen Fitter,Milton Keynes
4,5,Mark Onley,Mark,NA,NA,NA,NA,37,Carpenter and Kitchen Fitter,Milton Keynes
4,6,Mark Onley,Mark,NA,NA,NA,NA,37,Carpenter and Kitchen Fitter,Milton Keynes
4,7,Mark Onley,Mark,NA,NA,NA,NA,37,Carpenter and Kitchen Fitter,Milton Keynes
4,8,Mark Onley,Mark,NA,NA,NA,NA,37,Carpenter and Kitchen Fitter,Milton Keynes
4,9,Mark Onley,Mark,NA,NA,NA,NA,37,Carpenter and Kitchen Fitter,Milton Keynes
4,10,Mark Onley,Mark,NA,NA,NA,NA,37,Carpenter and Kitchen Fitter,Milton Keynes
4,1,Robert Smart,Robert,1,STAR BAKER,Pecan and Apple Cake,Raspberry Chocolate Cake,54,Space Satellite Designer,"Melbourn, Cambridgeshire"
4,2,Robert Smart,Robert,5,IN,Twisty Rye Bread Sticks,Tribute Loaf,54,Space Satellite Designer,"Melbourn, Cambridgeshire"
4,3,Robert Smart,Robert,2,IN,Rhubarb and Orange Trifle,Almond FriandsTurǫn Macaroons,54,Space Satellite Designer,"Melbourn, Cambridgeshire"
4,4,Robert Smart,Robert,3,IN,Apple and Pear Pie with Thyme,Spanakopita with St George's Mushrooms,54,Space Satellite Designer,"Melbourn, Cambridgeshire"
4,5,Robert Smart,Robert,4,OUT,Blueberry & Orange Traybake,Dalek,54,Space Satellite Designer,"Melbourn, Cambridgeshire"
4,6,Robert Smart,Robert,NA,NA,NA,NA,54,Space Satellite Designer,"Melbourn, Cambridgeshire"
4,7,Robert Smart,Robert,NA,NA,NA,NA,54,Space Satellite Designer,"Melbourn, Cambridgeshire"
4,8,Robert Smart,Robert,NA,NA,NA,NA,54,Space Satellite Designer,"Melbourn, Cambridgeshire"
4,9,Robert Smart,Robert,NA,NA,NA,NA,54,Space Satellite Designer,"Melbourn, Cambridgeshire"
4,10,Robert Smart,Robert,NA,NA,NA,NA,54,Space Satellite Designer,"Melbourn, Cambridgeshire"
4,1,Ruby Tandoh,Ruby,12,IN,Rhubarb and Custard Sandwich Cake,Chocolate and Ginger Night Sky Cake,20,History of Art and Philosophy Student,"Southend, Essex"
